id,state,sunlight_svm,sunlight_reg
May-90,IL,279.5782779,267.5146109
Jun-90,IL,306.657035,294.5087347
Jul-90,IL,331.1928342,314.2214283
Aug-90,IL,290.5865992,288.39432
Sep-90,IL,241.976681,242.1485652
Oct-90,IL,208.1342872,202.7170167
Nov-90,IL,137.1938213,124.0175938
Dec-90,IL,112.7599272,114.5701435
Jan-91,IL,140.1361406,141.5676532
Feb-91,IL,155.2211331,144.4875443
Mar-91,IL,194.3229948,188.0844135
Apr-91,IL,227.7439228,217.2772901
May-91,IL,279.5788349,267.2562227
Jun-91,IL,306.767431,294.1971264
Jul-91,IL,331.4570739,313.8029888
Aug-91,IL,290.6588063,288.208455
Sep-91,IL,242.0154416,242.0918604
Oct-91,IL,208.2380886,202.5043181
Nov-91,IL,137.3964222,123.6047292
Dec-91,IL,112.9147694,114.427825
Jan-92,IL,140.0314643,141.6170225
Feb-92,IL,155.2419756,144.3424232
Mar-92,IL,194.3857706,187.9203987
Apr-92,IL,227.9031205,217.0368622
May-92,IL,279.5883401,266.9978346
Jun-92,IL,306.8870475,293.885518
Jul-92,IL,331.7130333,313.3845493
Aug-92,IL,290.7458925,288.0225899
Sep-92,IL,242.0595484,242.0351555
Oct-92,IL,208.3570394,202.2916195
Nov-92,IL,137.6070012,123.1918647
Dec-92,IL,113.0743815,114.2855065
Jan-93,IL,139.923365,141.6663917
Feb-93,IL,155.2642624,144.1973021
Mar-93,IL,194.4524895,187.756384
Apr-93,IL,228.0590585,216.7964343
May-93,IL,279.6062974,266.7394465
Jun-93,IL,307.0150336,293.5739097
Jul-93,IL,331.959888,312.9661099
Aug-93,IL,290.8462974,287.8367248
Sep-93,IL,242.1081072,241.9784507
Oct-93,IL,208.489733,202.078921
Nov-93,IL,137.8239258,122.7790001
Dec-93,IL,113.2374495,114.143188
Jan-94,IL,139.8129656,141.715761
Feb-94,IL,155.2881037,144.0521811
Mar-94,IL,194.5225679,187.5923692
Apr-94,IL,228.2109151,216.5560065
May-94,IL,279.6321376,266.4810583
Jun-94,IL,307.1504709,293.2623013
Jul-94,IL,332.1969659,312.5476704
Aug-94,IL,290.9584208,287.6508598
Sep-94,IL,242.160257,241.9217458
Oct-94,IL,208.6346985,201.8662224
Nov-94,IL,138.045591,122.3661356
Dec-94,IL,113.4027182,114.0008695
Jan-95,IL,139.7013151,141.7651302
Feb-95,IL,155.3135644,143.90706
Mar-95,IL,194.5954271,187.4283545
Apr-95,IL,228.357954,216.3155786
May-95,IL,279.6652312,266.2226702
Jun-95,IL,307.2923879,292.950693
Jul-95,IL,332.4237401,312.1292309
Aug-95,IL,291.0806443,287.4649947
Sep-95,IL,242.2151788,241.8650409
Oct-95,IL,208.7904193,201.6535238
Nov-95,IL,138.2704356,121.953271
Dec-95,IL,113.5690012,113.8585509
Jan-96,IL,139.5893824,141.8144995
Feb-96,IL,155.3406643,143.7619389
Mar-96,IL,194.6704975,187.2643398
Apr-96,IL,228.4995284,216.0751508
May-96,IL,279.7049007,265.9642821
Jun-96,IL,307.4397746,292.6390847
Jul-96,IL,332.6398202,311.7107914
Aug-96,IL,291.2113534,287.2791297
Sep-96,IL,242.272103,241.8083361
Oct-96,IL,208.9553528,201.4408253
Nov-96,IL,138.4969574,121.5404065
Dec-96,IL,113.7351893,113.7162324
Jan-97,IL,139.4780507,141.8638687
Feb-97,IL,155.3693799,143.6168178
Mar-97,IL,194.7472232,187.100325
Apr-97,IL,228.635084,215.8347229
May-97,IL,279.7504335,265.7058939
Jun-97,IL,307.5915977,292.3274763
Jul-97,IL,332.8449435,311.292352
Aug-97,IL,291.3489569,287.0932646
Sep-97,IL,242.3303153,241.7516312
Oct-97,IL,209.1279492,201.2281267
Nov-97,IL,138.7237267,121.1275419
Dec-97,IL,113.9002567,113.5739139
Jan-98,IL,139.3681147,141.913238
Feb-98,IL,155.3996469,143.4716968
Mar-98,IL,194.8250661,186.9363103
Apr-98,IL,228.7641601,215.594295
May-98,IL,279.8010941,265.4475058
Jun-98,IL,307.7468151,292.015868
Jul-98,IL,333.0389644,310.8739125
Aug-98,IL,291.4919057,286.9073995
Sep-98,IL,242.3891606,241.6949264
Oct-98,IL,209.3066695,201.0154281
Nov-98,IL,138.9493977,120.7146774
Dec-98,IL,114.0632661,113.4315954
Jan-99,IL,139.2602788,141.9626073
Feb-99,IL,155.4313639,143.3265757
Mar-99,IL,194.9035098,186.7722955
Apr-99,IL,228.8863899,215.3538672
May-99,IL,279.8561361,265.1891177
Jun-99,IL,307.9043901,291.7042596
Jul-99,IL,333.2218443,310.455473
Aug-99,IL,291.6387097,286.7215345
Sep-99,IL,242.4480464,241.6382215
Oct-99,IL,209.4900027,200.8027296
Nov-99,IL,139.1727184,120.3018128
Dec-99,IL,114.223372,113.2892769
Jan-00,IL,139.1551574,142.0119765
Feb-00,IL,155.4643966,143.1814546
Mar-00,IL,194.9820636,186.6082808
Apr-00,IL,229.0014981,215.1134393
May-00,IL,279.914814,264.9307295
Jun-00,IL,308.0633048,291.3926513
Jul-00,IL,333.3936406,310.0370336
Aug-00,IL,291.7879517,286.5356694
Sep-00,IL,242.506444,241.5815167
Oct-00,IL,209.6764816,200.590031
Nov-00,IL,139.3925385,119.8889483
Dec-00,IL,114.3798223,113.1469584
Jan-01,IL,139.0532759,142.0613458
Feb-01,IL,155.4985821,143.0363335
Mar-01,IL,195.060265,186.4442661
Apr-01,IL,229.1092989,214.8730114
May-01,IL,279.9763932,264.6723414
Jun-01,IL,308.2225726,291.0810429
Jul-01,IL,333.5544957,309.6185941
Aug-01,IL,291.9383006,286.3498043
Sep-01,IL,242.5638889,241.5248118
Oct-01,IL,209.8646978,200.3773324
Nov-01,IL,139.6078151,119.4760837
Dec-01,IL,114.5319588,113.0046399
Jan-02,IL,138.9550737,142.110715
Feb-02,IL,155.5337348,142.8912124
Mar-02,IL,195.1376832,186.2802513
Apr-02,IL,229.2096913,214.6325836
May-02,IL,280.0401601,264.4139533
Jun-02,IL,308.3812491,290.7694346
Jul-02,IL,333.7046263,309.2001546
Aug-02,IL,292.0885208,286.1639393
Sep-02,IL,242.6199798,241.468107
Oct-02,IL,210.0533141,200.1646339
Nov-02,IL,139.817617,119.0632192
Dec-02,IL,114.679216,112.8623213
Jan-03,IL,138.8609076,142.1600843
Feb-03,IL,155.5696511,142.7460914
Mar-03,IL,195.213921,186.1162366
Apr-03,IL,229.3026543,214.3921557
May-03,IL,280.1054301,264.1555651
Jun-03,IL,308.5384423,290.4578262
Jul-03,IL,333.8443129,308.7817152
Aug-03,IL,292.237481,285.9780742
Sep-03,IL,242.6743772,241.4114021
Oct-03,IL,210.2410762,199.9519353
Nov-03,IL,140.0211265,118.6503546
Dec-03,IL,114.8211195,112.7200028
Jan-04,IL,138.7710562,142.2094535
Feb-04,IL,155.6061147,142.6009703
Mar-04,IL,195.2886169,185.9522218
Apr-04,IL,229.388241,214.1517278
May-04,IL,280.1715553,263.897177
Jun-04,IL,308.6933213,290.1462179
Jul-04,IL,333.9738895,308.3632757
Aug-04,IL,292.3841594,285.7922092
Sep-04,IL,242.7268005,241.3546973
Oct-04,IL,210.4268216,199.7392367
Nov-04,IL,140.2176405,118.23749
Dec-04,IL,114.9572821,112.5776843
Jan-05,IL,138.6857254,142.2588228
Feb-05,IL,155.6429027,142.4558492
Mar-05,IL,195.3614464,185.7882071
Apr-05,IL,229.4665717,213.9113
May-05,IL,280.2379306,263.6387889
Jun-05,IL,308.8451226,289.8346096
Jul-05,IL,334.0937338,307.9448362
Aug-05,IL,292.5276474,285.6063441
Sep-05,IL,242.7770248,241.2979924
Oct-05,IL,210.6094875,199.5265382
Nov-05,IL,140.406569,117.8246255
Dec-05,IL,115.0874006,112.4353658
Jan-06,IL,138.6050534,142.308192
Feb-06,IL,155.6797894,142.3107281
Mar-06,IL,195.4321227,185.6241923
Apr-06,IL,229.537827,213.6708721
May-06,IL,280.3039984,263.3804007
Jun-06,IL,308.9931563,289.5230012
Jul-06,IL,334.2042582,307.5263967
Aug-06,IL,292.6671511,285.420479
Sep-06,IL,242.8248774,241.2412876
Oct-06,IL,210.7881161,199.3138396
Nov-06,IL,140.5874327,117.4117609
Dec-06,IL,115.2112508,112.2930473
Jan-07,IL,138.5291172,142.3575613
Feb-07,IL,155.7165522,142.1656071
Mar-07,IL,195.5003977,185.4601776
Apr-07,IL,229.6022405,213.4304442
May-07,IL,280.3692524,263.1220126
Jun-07,IL,309.1368096,289.2113929
Jul-07,IL,334.3059015,307.1079573
Aug-07,IL,292.8019912,285.234614
Sep-07,IL,242.8702334,241.1845827
Oct-07,IL,210.9618584,199.101141
Nov-07,IL,140.7598594,116.9988964
Dec-07,IL,115.328682,112.1507288
Jan-08,IL,138.4579386,142.4069305
Feb-08,IL,155.752975,142.020486
Mar-08,IL,195.5660609,185.2961629
Apr-08,IL,229.6600904,213.1900164
May-08,IL,280.43324,262.8636245
Jun-08,IL,309.2755495,288.8997845
Jul-08,IL,334.3991209,306.6895178
Aug-08,IL,292.9316006,285.0487489
Sep-08,IL,242.9130115,241.1278778
Oct-08,IL,211.129976,198.8884425
Nov-08,IL,140.9235786,116.5860318
Dec-08,IL,115.4396116,112.0084102
Jan-09,IL,138.3914903,142.4562998
Feb-09,IL,155.7888524,141.8753649
Mar-09,IL,195.6289397,185.1321481
Apr-09,IL,229.7116927,212.9495885
May-09,IL,280.4955641,262.6052363
Jun-09,IL,309.4089236,288.5881762
Jul-09,IL,334.484385,306.2710783
Aug-09,IL,293.0555211,284.8628838
Sep-09,IL,242.9531693,241.071173
Oct-09,IL,211.2918412,198.6757439
Nov-09,IL,141.0784162,116.1731673
Dec-09,IL,115.5440191,111.8660917
Jan-10,IL,138.3297024,142.5056691
Feb-10,IL,155.8239927,141.7302438
Mar-10,IL,195.688898,184.9681334
Apr-10,IL,229.7573928,212.7091606
May-10,IL,280.5558827,262.3468482
Jun-10,IL,309.5365601,288.2765678
Jul-10,IL,334.5621679,305.8526389
Aug-10,IL,293.1733983,284.6770188
Sep-10,IL,242.9906988,241.0144681
Oct-10,IL,211.4469359,198.4630453
Nov-10,IL,141.2242875,115.7603027
Dec-10,IL,115.6419398,111.7237732
Jan-11,IL,138.2724682,142.5550383
Feb-11,IL,155.8582207,141.5851228
Mar-11,IL,195.7458351,184.8041186
Apr-11,IL,229.7975586,212.4687328
May-11,IL,280.6139088,262.0884601
Jun-11,IL,309.658166,287.9649595
Jul-11,IL,334.6329432,305.4341994
Aug-11,IL,293.2849757,284.4911537
Sep-11,IL,243.025622,240.9577633
Oct-11,IL,211.5948482,198.2503468
Nov-11,IL,141.3611899,115.3474382
Dec-11,IL,115.7334586,111.5814547
Jan-12,IL,138.21965,142.6044076
Feb-12,IL,155.8913799,141.4400017
Mar-12,IL,195.7996833,184.6401039
Apr-12,IL,229.8325732,212.2283049
May-12,IL,280.669409,261.8300719
Jun-12,IL,309.7735247,287.6533512
Jul-12,IL,334.6971794,305.0157599
Aug-12,IL,293.3900877,284.3052886
Sep-12,IL,243.0579865,240.9010584
Oct-12,IL,211.7352683,198.0376482
Nov-12,IL,141.4891955,114.9345736
Dec-12,IL,115.8187039,111.4391362
Jan-13,IL,138.171085,142.6537768
Feb-13,IL,155.9233333,141.2948806
Mar-13,IL,195.8504069,184.4760892
Apr-13,IL,229.8628286,211.9878771
May-13,IL,280.7222008,261.5716838
Jun-13,IL,309.8824923,287.3417428
Jul-13,IL,334.7553361,304.5973205
Aug-13,IL,293.4886522,284.1194236
Sep-13,IL,243.087861,240.8443536
Oct-13,IL,211.8679835,197.8249496
Nov-13,IL,141.608443,114.5217091
Dec-13,IL,115.8978416,111.2968177
Jan-14,IL,138.12659,142.7031461
Feb-14,IL,155.9539654,141.1497595
Mar-14,IL,195.8979989,184.3120744
Apr-14,IL,229.8887196,211.7474492
May-14,IL,280.7721502,261.3132957
Jun-14,IL,309.9849932,287.0301345
Jul-14,IL,334.8078603,304.178881
Aug-14,IL,293.5806622,283.9335585
Sep-14,IL,243.1153321,240.7876487
Oct-14,IL,211.9928712,197.6122511
Nov-14,IL,141.7191298,114.1088445
Dec-14,IL,115.9710691,111.1544991
Jan-15,IL,138.0859664,142.7525153
Feb-15,IL,155.9831814,141.0046384
Mar-15,IL,195.9424792,184.1480597
Apr-15,IL,229.9106383,211.5070213
May-15,IL,280.8191684,261.0549075
Jun-15,IL,310.0810154,286.7185261
Jul-15,IL,334.8551834,303.7604415
Aug-15,IL,293.666178,283.7476935
Sep-15,IL,243.1405,240.7309439
Oct-15,IL,212.1098928,197.3995525
Nov-15,IL,141.8215036,113.69598
Dec-15,IL,116.0386098,111.0121806
Jan-16,IL,138.0490047,142.8018846
Feb-16,IL,156.010908,140.8595174
Mar-16,IL,195.9838919,183.9840449
Apr-16,IL,229.9289692,211.2665935
May-16,IL,280.8632078,260.7965194
Jun-16,IL,310.1706044,286.4069178
Jul-16,IL,334.8977197,303.342002
Aug-16,IL,293.7453184,283.5618284
Sep-16,IL,243.1634753,240.674239
Oct-16,IL,212.2190854,197.1868539
Nov-16,IL,141.9158552,113.2831154
Dec-16,IL,116.1007079,110.8698621
Jan-17,IL,138.0154883,142.8512538
Feb-17,IL,156.0370924,140.7143963
Mar-17,IL,196.0223021,183.8200302
Apr-17,IL,229.9440853,211.0261656
May-17,IL,280.9042583,260.5381313
Jun-17,IL,310.253858,286.0953094
Jul-17,IL,334.9358642,302.9235626
Aug-17,IL,293.8182526,283.3759633
Sep-17,IL,243.1843765,240.6175342
Oct-17,IL,212.3205541,196.9741554
Nov-17,IL,142.0025102,112.8702509
Dec-17,IL,116.1576233,110.7275436
Jan-18,IL,137.9851968,142.9006231
Feb-18,IL,156.0617019,140.5692752
Mar-18,IL,196.0577939,183.6560155
Apr-18,IL,229.9563443,210.7857377
May-18,IL,280.942343,260.2797431
Jun-18,IL,310.3309194,285.7837011
Jul-18,IL,334.9699913,302.5051231
Aug-18,IL,293.8851918,283.1900983
Sep-18,IL,243.2033266,240.5608293
Oct-18,IL,212.4144638,196.7614568
Nov-18,IL,142.081822,112.4573863
Dec-18,IL,116.2096274,110.5852251
Jan-19,IL,137.9579097,142.9499923
Feb-19,IL,156.0847219,140.4241541
Mar-19,IL,196.0904669,183.4920007
Apr-19,IL,229.9660861,210.5453099
May-19,IL,280.9775142,260.021355
Jun-19,IL,310.4019719,285.4720927
Jul-19,IL,335.0004546,302.0866836
Aug-19,IL,293.9463817,283.0042332
Sep-19,IL,243.2204513,240.5041245
Oct-19,IL,212.5010313,196.5487582
Nov-19,IL,142.1541651,112.0445218
Dec-19,IL,116.2569989,110.4429066
Jan-20,IL,137.9334081,142.9993616
Feb-20,IL,156.1061551,140.2790331
Mar-20,IL,196.1204343,183.327986
Apr-20,IL,229.9736302,210.304882
May-20,IL,281.0098489,259.7629669
Jun-20,IL,310.4672321,285.1604844
Jul-20,IL,335.0275858,301.6682442
Aug-20,IL,294.0020951,282.8183681
Sep-20,IL,243.2358769,240.4474196
Oct-20,IL,212.5805165,196.3360597
Nov-20,IL,142.2199287,111.6316572
Dec-20,IL,116.3000197,110.300588
Jan-21,IL,137.9114781,143.0487308
Feb-21,IL,156.1260199,140.133912
Mar-21,IL,196.1478195,183.1639712
Apr-21,IL,229.9792745,210.0644541
May-21,IL,281.0394452,259.5045787
Jun-21,IL,310.5269439,284.8488761
Jul-21,IL,335.0516953,301.2498047
Aug-21,IL,294.0526247,282.6325031
Sep-21,IL,243.2497284,240.3907148
Oct-21,IL,212.6532154,196.1233611
Nov-21,IL,142.2795106,111.2187927
Dec-21,IL,116.3389722,110.1582695
Jan-22,IL,137.8919115,143.0981001
Feb-22,IL,156.1443482,139.9887909
Mar-22,IL,196.1727542,182.9999565
Apr-22,IL,229.9832936,209.8240263
May-22,IL,281.0664179,259.2461906
Jun-22,IL,310.5813733,284.5372677
Jul-22,IL,335.0730719,300.8313652
Aug-22,IL,294.0982773,282.446638
Sep-22,IL,243.2621283,240.3340099
Oct-22,IL,212.7194518,195.9106625
Nov-22,IL,142.3333122,110.8059281
Dec-22,IL,116.3741362,110.015951
Jan-00,IA,147,147
Feb-00,IA,131.5,131.5
Mar-00,IA,189,189
Apr-00,IA,252,252
May-00,IA,282.5,282.5
Jun-00,IA,354.5,354.5
Jul-00,IA,319,319
Aug-00,IA,304,304
Sep-00,IA,214,214
Oct-00,IA,199,199
Nov-00,IA,126,126
Dec-00,IA,116,116
Jan-01,IA,165.5,165.5
Feb-01,IA,195.5,195.5
Mar-01,IA,174,174
Apr-01,IA,263,263
May-01,IA,294.5,294.5
Jun-01,IA,337,337
Jul-01,IA,383.5,383.5
Aug-01,IA,324,324
Sep-01,IA,197.5,197.5
Oct-01,IA,222,222
Nov-01,IA,188.5,188.5
Dec-01,IA,114.5,114.5
Jan-02,IA,185,185
Feb-02,IA,179.5,179.5
Mar-02,IA,181.5,181.5
Apr-02,IA,273,273
May-02,IA,230,230
Jun-02,IA,189.5,189.5
Jul-02,IA,240.5,240.5
Aug-02,IA,193,193
Sep-02,IA,185.5,185.5
Oct-02,IA,192,192
Nov-02,IA,104.5,104.5
Dec-02,IA,94.5,94.5
Jan-03,IA,136.5,136.5
Feb-03,IA,157,157
Mar-03,IA,147,147
Apr-03,IA,182.5,182.5
May-03,IA,209,209
Jun-03,IA,275,275
Jul-03,IA,301.5,301.5
Aug-03,IA,246,246
Sep-03,IA,218.5,218.5
Oct-03,IA,233,233
Nov-03,IA,166.5,166.5
Dec-03,IA,131,131
Jan-04,IA,149,149
Feb-04,IA,151.5,151.5
Mar-04,IA,180.5,180.5
Apr-04,IA,262.5,262.5
May-04,IA,303,303
Jun-04,IA,299,299
Jul-04,IA,307.5,307.5
Aug-04,IA,291,291
Sep-04,IA,200.5,200.5
Oct-04,IA,183,183
Nov-04,IA,188.5,188.5
Dec-04,IA,150,150
Jan-05,IA,179,179
Feb-05,IA,191.33,191.33
Mar-05,IA,145.33,145.33
Apr-05,IA,221.33,221.33
May-05,IA,240.67,240.67
Jun-05,IA,274.33,274.33
Jul-05,IA,267.67,267.67
Aug-05,IA,268.67,268.67
Sep-05,IA,207.33,207.33
Oct-05,IA,194.67,194.67
Nov-05,IA,168.33,168.33
Dec-05,IA,170.33,170.33
Jan-06,IA,133,133
Feb-06,IA,178.33,178.33
Mar-06,IA,148.33,148.33
Apr-06,IA,252.67,252.67
May-06,IA,281.67,281.67
Jun-06,IA,323.33,323.33
Jul-06,IA,362.33,362.33
Aug-06,IA,304.33,304.33
Sep-06,IA,245,245
Oct-06,IA,183.33,183.33
Nov-06,IA,98,98
Dec-06,IA,136.67,136.67
Jan-07,IA,100.67,100.67
Feb-07,IA,168.33,168.33
Mar-07,IA,213.33,213.33
Apr-07,IA,240.33,240.33
May-07,IA,237.67,237.67
Jun-07,IA,293.33,293.33
Jul-07,IA,325,325
Aug-07,IA,289.33,289.33
Sep-07,IA,230.67,230.67
Oct-07,IA,221,221
Nov-07,IA,186.33,186.33
Dec-07,IA,119,119
Jan-08,IA,207,207
Feb-08,IA,179.75,179.75
Mar-08,IA,210.5,210.5
Apr-08,IA,268.75,268.75
May-08,IA,255.75,255.75
Jun-08,IA,275,275
Jul-08,IA,346.25,346.25
Aug-08,IA,300,300
Sep-08,IA,293.75,293.75
Oct-08,IA,205.5,205.5
Nov-08,IA,158.75,158.75
Dec-08,IA,156.25,156.25
Jan-09,IA,102,102
Feb-09,IA,136.5,136.5
Mar-09,IA,201.75,201.75
Apr-09,IA,194.25,194.25
May-09,IA,281,281
Jun-09,IA,267,267
Jul-09,IA,304.75,304.75
Aug-09,IA,335.75,335.75
Sep-09,IA,223,223
Oct-09,IA,206.25,206.25
Nov-09,IA,126.75,126.75
Dec-09,IA,102.25,102.25
Jan-10,IA,133.5,133.5
Feb-10,IA,174,174
Mar-10,IA,290.5,290.5
Apr-10,IA,242.25,242.25
May-10,IA,280.25,280.25
Jun-10,IA,342.25,342.25
Jul-10,IA,343.25,343.25
Aug-10,IA,284.25,284.25
Sep-10,IA,219,219
Oct-10,IA,246.25,246.25
Nov-10,IA,154.25,154.25
Dec-10,IA,148,148
Jan-11,IA,111.75,111.75
Feb-11,IA,151.75,151.75
Mar-11,IA,251,251
Apr-11,IA,215.75,215.75
May-11,IA,312.25,312.25
Jun-11,IA,348.25,348.25
Jul-11,IA,373.25,373.25
Aug-11,IA,304,304
Sep-11,IA,213.5,213.5
Oct-11,IA,174.5,174.5
Nov-11,IA,140,140
Dec-11,IA,140.75,140.75
Jan-12,IA,173.75,173.75
Feb-12,IA,170.75,170.75
Mar-12,IA,232,232
Apr-12,IA,265.25,265.25
May-12,IA,322.75,322.75
Jun-12,IA,338.25,338.25
Jul-12,IA,357.25,357.25
Aug-12,IA,285.75,285.75
Sep-12,IA,214.5,214.5
Oct-12,IA,248,248
Nov-12,IA,206.75,206.75
Dec-12,IA,183.75,183.75
Jan-13,IA,181,181
Feb-13,IA,200.5,200.5
Mar-13,IA,210.25,210.25
Apr-13,IA,267.5,267.5
May-13,IA,241,241
Jun-13,IA,370,370
Jul-13,IA,388.5,388.5
Aug-13,IA,308.5,308.5
Sep-13,IA,250,250
Oct-13,IA,206.25,206.25
Nov-13,IA,133.75,133.75
Dec-13,IA,152.75,152.75
Jan-14,IA,116.25,116.25
Feb-14,IA,157.75,157.75
Mar-14,IA,213,213
Apr-14,IA,221.75,221.75
May-14,IA,304.75,304.75
Jun-14,IA,295.25,295.25
Jul-14,IA,376,376
Aug-14,IA,305.5,305.5
Sep-14,IA,250,250
Oct-14,IA,201.75,201.75
Nov-14,IA,200.25,200.25
Dec-14,IA,116.5,116.5
Jan-15,IA,150,150
Feb-15,IA,117.75,117.75
Mar-15,IA,170.5,170.5
Apr-15,IA,268,268
May-15,IA,197.25,197.25
Jun-15,IA,269.75,269.75
Jul-15,IA,231,231
Aug-15,IA,270.25,270.25
Sep-15,IA,194.75,194.75
Oct-15,IA,217,217
Nov-15,IA,132,132
Dec-15,IA,110.75,110.75
Jan-16,IA,134.5,134.5
Feb-16,IA,187.25,187.25
Mar-16,IA,204,204
Apr-16,IA,209.5,209.5
May-16,IA,275,275
Jun-16,IA,298.5,298.5
Jul-16,IA,384.75,384.75
Aug-16,IA,314.5,314.5
Sep-16,IA,235.75,235.75
Oct-16,IA,192.5,192.5
Nov-16,IA,162,162
Dec-16,IA,162.25,162.25
Jan-17,IA,193.5,193.5
Feb-17,IA,177.25,177.25
Mar-17,IA,209.75,209.75
Apr-17,IA,172,172
May-17,IA,271.5,271.5
Jun-17,IA,261,261
Jul-17,IA,366.5,366.5
Aug-17,IA,302.25,302.25
Sep-17,IA,203.5,203.5
Oct-17,IA,139,139
Nov-17,IA,142.75,142.75
Dec-17,IA,112.75,112.75
Jan-18,IA,150.75,150.75
Feb-18,IA,180.75,180.75
Mar-18,IA,275.75,275.75
Apr-18,IA,254,254
May-18,IA,290.25,290.25
Jun-18,IA,308,308
Jul-18,IA,323.75,323.75
Aug-18,IA,277.75,277.75
Sep-18,IA,225.75,225.75
Oct-18,IA,177.75,177.75
Nov-18,IA,147,147
Dec-18,IA,97.75,97.75
Jan-19,IA,196,196
Feb-19,IA,148,148
Mar-19,IA,218.5,218.5
Apr-19,IA,168.75,168.75
May-19,IA,265.5,265.5
Jun-19,IA,240.25,240.25
Jul-19,IA,366,366
Aug-19,IA,333.25,333.25
Sep-19,IA,224.25,224.25
Oct-19,IA,159.25,159.25
Nov-19,IA,130,130
Dec-19,IA,110.25,110.25
Jan-20,IA,128.25,128.25
Feb-20,IA,110.25,110.25
Mar-20,IA,224,224
Apr-20,IA,184,184
May-20,IA,280.25,280.25
Jun-20,IA,288.25,288.25
Jul-20,IA,322,322
Aug-20,IA,292.75,292.75
Sep-20,IA,245.25,245.25
Oct-20,IA,217.75,217.75
Nov-20,IA,104.5,104.5
Dec-20,IA,106.25,106.25
Jan-21,IA,126.2,126.2
Feb-21,IA,150.8,150.8
Mar-21,IA,201,201
Apr-21,IA,223,223
May-21,IA,280.4,280.4
Jun-21,IA,306,306
Jul-21,IA,349.2,349.2
Aug-21,IA,276.8,276.8
Sep-21,IA,220.4,220.4
Oct-21,IA,206.8,206.8
Nov-21,IA,108,108
Dec-21,IA,133.6,133.6
Jan-22,IA,168.75,168.75
Feb-22,IA,185.5,185.5
Mar-22,IA,179.5,179.5
Apr-22,IA,201.5,201.5
May-22,IA,248.25,248.25
Jun-22,IA,316.75,316.75
Jul-22,IA,270,270
Aug-22,IA,292.75,292.75
Sep-22,IA,259,259
Oct-22,IA,245.5,245.5
Nov-22,IA,117,117
Dec-22,IA,143.25,143.25
Jan-23,IA,111.75,111.75
Feb-23,IA,177,177
Mar-23,IA,214.75,214.75
Apr-23,IA,250,250
May-23,IA,279.25,279.25
Jun-23,IA,286.25,286.25
Jul-23,IA,340.75,340.75
Aug-23,IA,250.75,250.75
Sep-23,IA,204,204
Oct-23,IA,206,206
Nov-23,IA,168.75,168.75
Dec-23,IA,145.25,145.25
Jan-24,IA,186.75,186.75
Feb-24,IA,160.75,160.75
Mar-24,IA,142.5,142.5
Apr-24,IA,271,271
May-24,IA,245,245
Jun-24,IA,258.25,258.25
Jul-24,IA,332.25,332.25
Aug-24,IA,285.75,285.75
Sep-24,IA,223.75,223.75
Oct-24,IA,264,264
Nov-24,IA,157.5,157.5
Dec-24,IA,131,131
Jan-25,IA,173.75,173.75
Feb-25,IA,146.25,146.25
Mar-25,IA,266,266
Apr-25,IA,255,255
May-25,IA,340.25,340.25
Jun-25,IA,325.5,325.5
Jul-25,IA,350.75,350.75
Aug-25,IA,307.75,307.75
Sep-25,IA,224,224
Oct-25,IA,113.75,113.75
Nov-25,IA,174.25,174.25
Dec-25,IA,128.25,128.25
Jan-26,IA,147.25,147.25
Feb-26,IA,134.5,134.5
Mar-26,IA,193.5,193.5
Apr-26,IA,281.5,281.5
May-26,IA,307.75,307.75
Jun-26,IA,331,331
Jul-26,IA,294.25,294.25
Aug-26,IA,282.5,282.5
Sep-26,IA,152,152
Oct-26,IA,169.75,169.75
Nov-26,IA,102,102
Dec-26,IA,105,105
Jan-27,IA,162,162
Feb-27,IA,171,171
Mar-27,IA,183.5,183.5
Apr-27,IA,179,179
May-27,IA,214.25,214.25
Jun-27,IA,293,293
Jul-27,IA,357.25,357.25
Aug-27,IA,282.75,282.75
Sep-27,IA,233,233
Oct-27,IA,224.75,224.75
Nov-27,IA,90,90
Dec-27,IA,127.5,127.5
Jan-28,IA,182.25,182.25
Feb-28,IA,185,185
Mar-28,IA,220.5,220.5
Apr-28,IA,237.5,237.5
May-28,IA,336.25,336.25
Jun-28,IA,264,264
Jul-28,IA,335.25,335.25
Aug-28,IA,309.25,309.25
Sep-28,IA,272,272
Oct-28,IA,179.5,179.5
Nov-28,IA,132.25,132.25
Dec-28,IA,123.75,123.75
Jan-29,IA,130.75,130.75
Feb-29,IA,138.25,138.25
Mar-29,IA,189.25,189.25
Apr-29,IA,223.75,223.75
May-29,IA,289.5,289.5
Jun-29,IA,297.25,297.25
Jul-29,IA,310.75,310.75
Aug-29,IA,319,319
Sep-29,IA,213.75,213.75
Oct-29,IA,176.25,176.25
Nov-29,IA,159.25,159.25
Dec-29,IA,130,130
Jan-30,IA,178.8,178.8
Feb-30,IA,164,164
Mar-30,IA,262.8,262.8
Apr-30,IA,252.8,252.8
May-30,IA,278.8,278.8
Jun-30,IA,320,320
Jul-30,IA,368.2,368.2
Aug-30,IA,278.6,278.6
Sep-30,IA,278.2,278.2
Oct-30,IA,186.8,186.8
Nov-30,IA,192.2,192.2
Dec-30,IA,127.8,127.8
Jan-31,IA,180,180
Feb-31,IA,184.4,184.4
Mar-31,IA,180.2,180.2
Apr-31,IA,263,263
May-31,IA,280.6,280.6
Jun-31,IA,339.8,339.8
